Date,Building_Name,Energy_Consumption_kWh,Usage_Level
2023-06-03,Canteen,31.33,Low
2023-06-04,Canteen,55.9,Low
2023-06-05,Canteen,328.85,High
2023-06-06,Canteen,241.15,High
2023-06-07,Canteen,180.64,High
2023-06-08,Canteen,189.75,High
2023-06-09,Canteen,211.52,High
2023-06-10,Canteen,59.49,Low
2023-06-11,Canteen,74.88,Low
2023-06-12,Canteen,177.71,High
2023-06-13,Canteen,196.25,High
2023-06-14,Canteen,298.93,High
2023-06-15,Canteen,256.91,High
2023-06-16,Canteen,309.48,High
2023-06-17,Canteen,71.86,Low
2023-06-18,Canteen,84.15,Low
2023-06-19,Canteen,285.65,High
2023-06-20,Canteen,201.0,High
2023-06-21,Canteen,328.98,High
2023-06-22,Canteen,348.74,High
2023-06-23,Canteen,167.46,High
2023-06-24,Canteen,49.91,Low
2023-06-25,Canteen,81.76,Low
2023-06-26,Canteen,292.28,High
2023-06-27,Canteen,360.25,High
2023-06-28,Canteen,285.53,High
2023-06-29,Canteen,194.93,High
2023-06-30,Canteen,284.1,High
2023-07-01,Canteen,82.22,Low
2023-07-02,Canteen,67.99,Low
2023-07-03,Canteen,187.97,Medium
2023-07-04,Canteen,154.75,Low
2023-07-05,Canteen,231.5,Low
2023-07-06,Canteen,220.91,Medium
2023-07-07,Canteen,239.63,Low
2023-07-08,Canteen,57.95,Low
2023-07-09,Canteen,80.83,Low
2023-07-10,Canteen,187.19,High
2023-07-11,Canteen,104.74,Low
2023-07-12,Canteen,240.04,Low
2023-07-13,Canteen,235.37,Medium
2023-07-14,Canteen,166.11,High
2023-07-15,Canteen,60.1,Low
2023-07-16,Canteen,30.29,Low
2023-07-17,Canteen,171.79,High
2023-07-18,Canteen,222.36,Medium
2023-07-19,Canteen,242.41,Low
2023-07-20,Canteen,161.06,Low
2023-07-21,Canteen,222.67,Medium
2023-07-22,Canteen,81.76,Low
2023-07-23,Canteen,56.61,Low
2023-07-24,Canteen,183.0,Low
2023-07-25,Canteen,134.05,Low
2023-07-26,Canteen,126.64,Medium
2023-07-27,Canteen,145.61,Medium
2023-07-28,Canteen,166.36,High
2023-07-29,Canteen,88.63,Low
2023-07-30,Canteen,65.75,Low
2023-07-31,Canteen,156.04,Low
2023-08-01,Canteen,229.47,High
2023-08-02,Canteen,148.56,High
2023-08-03,Canteen,186.32,High
2023-08-04,Canteen,207.66,High
2023-08-05,Canteen,53.73,Low
2023-08-06,Canteen,86.77,Low
2023-08-07,Canteen,110.59,Medium
2023-08-08,Canteen,184.15,High
2023-08-09,Canteen,115.81,Medium
2023-08-10,Canteen,258.56,Low
2023-08-11,Canteen,179.84,Low
2023-08-12,Canteen,60.01,Low
2023-08-13,Canteen,67.16,Low
2023-08-14,Canteen,186.53,High
2023-08-15,Canteen,153.56,High
2023-08-16,Canteen,150.69,Low
2023-08-17,Canteen,172.36,Low
2023-08-18,Canteen,191.72,High
2023-08-19,Canteen,67.37,Low
2023-08-20,Canteen,89.06,Low
2023-08-21,Canteen,188.14,Low
2023-08-22,Canteen,127.99,Medium
2023-08-23,Canteen,195.24,High
2023-08-24,Canteen,231.32,Low
2023-08-25,Canteen,148.98,High
2023-08-26,Canteen,59.95,Low
2023-08-27,Canteen,63.74,Low
2023-08-28,Canteen,138.29,Medium
2023-08-29,Canteen,197.41,Low
2023-08-30,Canteen,117.31,Medium
2023-08-31,Canteen,249.25,Medium
2023-09-01,Canteen,247.91,High
2023-09-02,Canteen,50.38,Low
2023-09-03,Canteen,87.49,Low
2023-09-04,Canteen,236.8,High
2023-09-05,Canteen,116.2,High
2023-09-06,Canteen,216.37,High
2023-09-07,Canteen,104.79,Low
2023-09-08,Canteen,216.22,Low
2023-09-09,Canteen,87.23,Low
2023-09-10,Canteen,58.31,Low
2023-09-11,Canteen,241.3,Low
2023-09-12,Canteen,101.46,Low
2023-09-13,Canteen,144.79,High
2023-09-14,Canteen,181.58,Medium
2023-09-15,Canteen,146.07,Low
2023-09-16,Canteen,49.09,Low
2023-09-17,Canteen,71.44,Low
2023-09-18,Canteen,179.91,Medium
2023-09-19,Canteen,166.77,Low
2023-09-20,Canteen,219.15,Low
2023-09-21,Canteen,133.07,Medium
2023-09-22,Canteen,135.7,High
2023-09-23,Canteen,42.98,Low
2023-09-24,Canteen,94.19,Low
2023-09-25,Canteen,132.0,Medium
2023-09-26,Canteen,159.51,Medium
2023-09-27,Canteen,220.5,Medium
2023-09-28,Canteen,189.21,High
2023-09-29,Canteen,155.99,High
2023-09-30,Canteen,52.76,Low
2023-10-01,Canteen,70.51,Low
2023-10-02,Canteen,236.5,Medium
2023-10-03,Canteen,228.77,Low
2023-10-04,Canteen,130.34,Medium
2023-10-05,Canteen,178.83,High
2023-10-06,Canteen,239.82,Medium
2023-10-07,Canteen,73.07,Low
2023-10-08,Canteen,36.25,Low
2023-10-09,Canteen,244.63,High
2023-10-10,Canteen,212.36,Low
2023-10-11,Canteen,195.63,Medium
2023-10-12,Canteen,185.67,High
2023-10-13,Canteen,154.97,Low
2023-10-14,Canteen,88.01,Low
2023-10-15,Canteen,50.57,Low
2023-10-16,Canteen,167.46,Medium
2023-10-17,Canteen,207.37,Medium
2023-10-18,Canteen,211.17,High
2023-10-19,Canteen,195.83,Medium
2023-10-20,Canteen,159.84,Low
2023-10-21,Canteen,82.57,Low
2023-10-22,Canteen,74.63,Low
2023-10-23,Canteen,193.94,High
2023-10-24,Canteen,205.64,Medium
2023-10-25,Canteen,153.94,Medium
2023-10-26,Canteen,197.85,Medium
2023-10-27,Canteen,120.68,Low
2023-10-28,Canteen,73.32,Low
2023-10-29,Canteen,74.87,Low
2023-10-30,Canteen,205.2,Low
2023-10-31,Canteen,183.64,Medium
2023-11-01,Canteen,138.79,Medium
2023-11-02,Canteen,164.54,Medium
2023-11-03,Canteen,70.95,Medium
2023-11-04,Canteen,73.86,Low
2023-11-05,Canteen,56.35,Low
2023-11-06,Canteen,173.36,Medium
2023-11-07,Canteen,178.65,Medium
2023-11-08,Canteen,98.57,Medium
2023-11-09,Canteen,140.45,Medium
2023-11-10,Canteen,148.58,Medium
2023-11-11,Canteen,57.62,Low
2023-11-12,Canteen,55.98,Low
2023-11-13,Canteen,137.14,Medium
2023-11-14,Canteen,185.27,Medium
2023-11-15,Canteen,122.86,Medium
2023-11-16,Canteen,138.65,Medium
2023-11-17,Canteen,150.33,Medium
2023-11-18,Canteen,71.35,Low
2023-11-19,Canteen,63.41,Low
2023-11-20,Canteen,96.22,Medium
2023-11-21,Canteen,173.77,Medium
2023-11-22,Canteen,128.92,Medium
2023-11-23,Canteen,172.03,Medium
2023-11-24,Canteen,133.64,Medium
2023-11-25,Canteen,79.93,Low
2023-11-26,Canteen,85.94,Low
2023-11-27,Canteen,113.54,Medium
2023-11-28,Canteen,120.03,Medium
2023-11-29,Canteen,118.31,Medium
2023-11-30,Canteen,181.02,Medium
2023-12-01,Canteen,103.8,Medium
2023-12-02,Canteen,43.31,Low
2023-12-03,Canteen,33.66,Low
2023-12-04,Canteen,121.28,Medium
2023-12-05,Canteen,112.66,Medium
2023-12-06,Canteen,114.4,Medium
2023-12-07,Canteen,126.34,Medium
2023-12-08,Canteen,166.94,Medium
2023-12-09,Canteen,80.71,Low
2023-12-10,Canteen,54.63,Low
2023-12-11,Canteen,185.84,Medium
2023-12-12,Canteen,162.06,Medium
2023-12-13,Canteen,170.4,Medium
2023-12-14,Canteen,113.29,Medium
2023-12-15,Canteen,146.99,Medium
2023-12-16,Canteen,47.76,Low
2023-12-17,Canteen,48.82,Low
2023-12-18,Canteen,159.17,Medium
2023-12-19,Canteen,108.0,Medium
2023-12-20,Canteen,103.05,Medium
2023-12-21,Canteen,133.49,Medium
2023-12-22,Canteen,96.96,Medium
2023-12-23,Canteen,51.12,Low
2023-12-24,Canteen,69.16,Low
2023-12-25,Canteen,165.56,Medium
2023-12-26,Canteen,82.0,Medium
2023-12-27,Canteen,131.19,Medium
2023-12-28,Canteen,160.24,Medium
2023-12-29,Canteen,104.58,Medium
2023-12-30,Canteen,39.18,Low
2023-12-31,Canteen,72.19,Low
2024-01-01,Canteen,92.57,Medium
2024-01-02,Canteen,135.26,Medium
2024-01-03,Canteen,148.4,Medium
2024-01-04,Canteen,152.25,Medium
2024-01-05,Canteen,169.55,Medium
2024-01-06,Canteen,74.17,Low
2024-01-07,Canteen,35.42,Low
2024-01-08,Canteen,115.71,Medium
2024-01-09,Canteen,107.12,Medium
2024-01-10,Canteen,178.24,Medium
2024-01-11,Canteen,133.25,Medium
2024-01-12,Canteen,127.92,Medium
2024-01-13,Canteen,65.11,Low
2024-01-14,Canteen,71.41,Low
2024-01-15,Canteen,98.45,Medium
2024-01-16,Canteen,117.0,Medium
2024-01-17,Canteen,102.07,Medium
2024-01-18,Canteen,150.2,Medium
2024-01-19,Canteen,152.03,Medium
2024-01-20,Canteen,98.7,Low
2024-01-21,Canteen,90.75,Low
2024-01-22,Canteen,166.66,Medium
2024-01-23,Canteen,103.49,Medium
2024-01-24,Canteen,100.9,Medium
2024-01-25,Canteen,133.73,Medium
2024-01-26,Canteen,121.07,Medium
2024-01-27,Canteen,76.38,Low
2024-01-28,Canteen,74.51,Low
2024-01-29,Canteen,139.0,Medium
2024-01-30,Canteen,117.68,Medium
2024-01-31,Canteen,114.85,Medium
2024-02-01,Canteen,197.73,Medium
2024-02-02,Canteen,146.78,High
2024-02-03,Canteen,42.85,Low
2024-02-04,Canteen,45.14,Low
2024-02-05,Canteen,170.44,High
2024-02-06,Canteen,230.49,Medium
2024-02-07,Canteen,151.6,Low
2024-02-08,Canteen,131.28,Low
2024-02-09,Canteen,174.67,Medium
2024-02-10,Canteen,80.16,Low
2024-02-11,Canteen,86.71,Low
2024-02-12,Canteen,128.09,Low
2024-02-13,Canteen,179.04,Medium
2024-02-14,Canteen,198.42,Medium
2024-02-15,Canteen,120.14,High
2024-02-16,Canteen,157.07,Low
2024-02-17,Canteen,54.34,Low
2024-02-18,Canteen,54.15,Low
2024-02-19,Canteen,170.68,Low
2024-02-20,Canteen,197.14,Medium
2024-02-21,Canteen,256.8,High
2024-02-22,Canteen,216.26,Medium
2024-02-23,Canteen,167.2,Low
2024-02-24,Canteen,67.48,Low
2024-02-25,Canteen,50.69,Low
2024-02-26,Canteen,106.28,Low
2024-02-27,Canteen,96.32,Medium
2024-02-28,Canteen,254.76,High
2024-02-29,Canteen,188.26,Medium
2024-03-01,Canteen,133.69,Low
2024-03-02,Canteen,69.05,Low
2024-03-03,Canteen,61.03,Low
2024-03-04,Canteen,220.59,High
2024-03-05,Canteen,151.03,Low
2024-03-06,Canteen,161.82,High
2024-03-07,Canteen,164.86,Low
2024-03-08,Canteen,121.26,Low
2024-03-09,Canteen,34.72,Low
2024-03-10,Canteen,78.46,Low
2024-03-11,Canteen,140.19,High
2024-03-12,Canteen,128.32,High
2024-03-13,Canteen,241.39,High
2024-03-14,Canteen,196.49,High
2024-03-15,Canteen,219.71,Low
2024-03-16,Canteen,93.01,Low
2024-03-17,Canteen,83.46,Low
2024-03-18,Canteen,153.47,High
2024-03-19,Canteen,231.22,High
2024-03-20,Canteen,142.31,Medium
2024-03-21,Canteen,210.31,Medium
2024-03-22,Canteen,198.19,Low
2024-03-23,Canteen,51.57,Low
2024-03-24,Canteen,24.45,Low
2024-03-25,Canteen,105.44,Low
2024-03-26,Canteen,117.12,Low
2024-03-27,Canteen,162.97,Low
2024-03-28,Canteen,120.76,Low
2024-03-29,Canteen,134.77,Medium
2024-03-30,Canteen,98.56,Low
2024-03-31,Canteen,89.32,Low
2024-04-01,Canteen,203.85,High
2024-04-02,Canteen,345.26,High
2024-04-03,Canteen,350.48,High
2024-04-04,Canteen,187.19,High
2024-04-05,Canteen,201.73,High
2024-04-06,Canteen,24.31,Low
2024-04-07,Canteen,54.85,Low
2024-04-08,Canteen,310.35,High
2024-04-09,Canteen,298.73,High
2024-04-10,Canteen,295.74,High
2024-04-11,Canteen,291.21,High
2024-04-12,Canteen,340.29,High
2024-04-13,Canteen,26.69,Low
2024-04-14,Canteen,50.16,Low
2024-04-15,Canteen,201.82,High
2024-04-16,Canteen,343.67,High
2024-04-17,Canteen,322.53,High
2024-04-18,Canteen,208.26,High
2024-04-19,Canteen,317.63,High
2024-04-20,Canteen,89.87,Low
2024-04-21,Canteen,73.63,Low
2024-04-22,Canteen,208.2,High
2024-04-23,Canteen,338.98,High
2024-04-24,Canteen,240.55,High
2024-04-25,Canteen,217.42,High
2024-04-26,Canteen,371.78,High
2024-04-27,Canteen,66.24,Low
2024-04-28,Canteen,49.7,Low
2024-04-29,Canteen,257.7,High
2024-04-30,Canteen,345.19,High
2024-05-01,Canteen,255.21,High
2024-05-02,Canteen,225.44,High
2024-05-03,Canteen,351.07,High
2024-05-04,Canteen,59.66,Low
2024-05-05,Canteen,46.59,Low
2024-05-06,Canteen,231.88,High
2024-05-07,Canteen,202.78,High
2024-05-08,Canteen,318.69,High
2024-05-09,Canteen,268.63,High
2024-05-10,Canteen,308.23,High
2024-05-11,Canteen,56.05,Low
2024-05-12,Canteen,19.07,Low
2024-05-13,Canteen,276.48,High
2024-05-14,Canteen,343.77,High
2024-05-15,Canteen,260.98,High
2024-05-16,Canteen,269.96,High
2024-05-17,Canteen,193.26,High
2024-05-18,Canteen,47.71,Low
2024-05-19,Canteen,64.7,Low
2024-05-20,Canteen,364.88,High
2024-05-21,Canteen,338.84,High
2024-05-22,Canteen,200.17,High
2024-05-23,Canteen,334.36,High
2024-05-24,Canteen,294.95,High
2024-05-25,Canteen,75.29,Low
2024-05-26,Canteen,61.17,Low
2024-05-27,Canteen,241.54,High
2024-05-28,Canteen,339.02,High
2024-05-29,Canteen,284.07,High
2024-05-30,Canteen,271.68,High
2024-05-31,Canteen,326.77,High
2024-06-01,Canteen,43.49,Low
2024-06-02,Canteen,63.51,Low
2024-06-03,Canteen,264.9,High
2024-06-04,Canteen,330.05,High
2024-06-05,Canteen,313.39,High
2024-06-06,Canteen,318.23,High
2024-06-07,Canteen,205.9,High
2024-06-08,Canteen,69.36,Low
2024-06-09,Canteen,56.81,Low
2024-06-10,Canteen,356.22,High
2024-06-11,Canteen,181.33,High
2024-06-12,Canteen,340.86,High
2024-06-13,Canteen,191.75,High
2024-06-14,Canteen,249.4,High
2024-06-15,Canteen,45.87,Low
2024-06-16,Canteen,71.06,Low
2024-06-17,Canteen,206.63,High
2024-06-18,Canteen,267.82,High
2024-06-19,Canteen,245.93,High
2024-06-20,Canteen,305.6,High
2024-06-21,Canteen,258.37,High
2024-06-22,Canteen,31.35,Low
2024-06-23,Canteen,83.64,Low
2024-06-24,Canteen,233.95,High
2024-06-25,Canteen,287.32,High
2024-06-26,Canteen,333.91,High
2024-06-27,Canteen,350.66,High
2024-06-28,Canteen,324.6,High
2024-06-29,Canteen,77.04,Low
2024-06-30,Canteen,71.35,Low
2024-07-01,Canteen,220.19,High
2024-07-02,Canteen,241.27,Low
2024-07-03,Canteen,223.16,Medium
2024-07-04,Canteen,219.17,High
2024-07-05,Canteen,154.71,High
2024-07-06,Canteen,36.9,Low
2024-07-07,Canteen,68.98,Low
2024-07-08,Canteen,135.77,High
2024-07-09,Canteen,115.06,Low
2024-07-10,Canteen,177.06,High
2024-07-11,Canteen,96.69,High
2024-07-12,Canteen,99.99,Low
2024-07-13,Canteen,54.08,Low
2024-07-14,Canteen,38.17,Low
2024-07-15,Canteen,126.97,High
2024-07-16,Canteen,104.67,Low
2024-07-17,Canteen,151.48,High
2024-07-18,Canteen,232.7,Low
2024-07-19,Canteen,230.72,High
2024-07-20,Canteen,71.96,Low
2024-07-21,Canteen,41.65,Low
2024-07-22,Canteen,257.45,Low
2024-07-23,Canteen,151.04,Medium
2024-07-24,Canteen,229.23,Medium
2024-07-25,Canteen,161.04,High
2024-07-26,Canteen,178.57,High
2024-07-27,Canteen,53.77,Low
2024-07-28,Canteen,111.38,Low
2024-07-29,Canteen,161.0,Medium
2024-07-30,Canteen,179.38,Medium
2024-07-31,Canteen,207.21,Medium
2024-08-01,Canteen,193.16,Medium
2024-08-02,Canteen,151.89,Medium
2024-08-03,Canteen,73.17,Low
2024-08-04,Canteen,68.66,Low
2024-08-05,Canteen,152.82,Low
2024-08-06,Canteen,214.85,High
2024-08-07,Canteen,197.48,High
2024-08-08,Canteen,138.23,High
2024-08-09,Canteen,216.34,Medium
2024-08-10,Canteen,51.64,Low
2024-08-11,Canteen,74.84,Low
2024-08-12,Canteen,203.64,Medium
2024-08-13,Canteen,169.24,High
2024-08-14,Canteen,160.94,Medium
2024-08-15,Canteen,231.97,Low
2024-08-16,Canteen,145.16,Low
2024-08-17,Canteen,38.51,Low
2024-08-18,Canteen,61.32,Low
2024-08-19,Canteen,251.3,Low
2024-08-20,Canteen,172.34,Low
2024-08-21,Canteen,204.43,Medium
2024-08-22,Canteen,113.46,Medium
2024-08-23,Canteen,203.92,High
2024-08-24,Canteen,73.39,Low
2024-08-25,Canteen,88.31,Low
2024-08-26,Canteen,142.16,Low
2024-08-27,Canteen,204.86,Medium
2024-08-28,Canteen,155.08,Low
2024-08-29,Canteen,220.71,Low
2024-08-30,Canteen,153.42,Medium
2024-08-31,Canteen,35.3,Low
2024-09-01,Canteen,50.81,Low
2024-09-02,Canteen,131.81,Medium
2024-09-03,Canteen,128.13,Low
2024-09-04,Canteen,122.62,Low
2024-09-05,Canteen,218.06,Medium
2024-09-06,Canteen,199.22,High
2024-09-07,Canteen,49.66,Low
2024-09-08,Canteen,30.64,Low
2024-09-09,Canteen,108.86,Medium
2024-09-10,Canteen,161.49,Medium
2024-09-11,Canteen,200.14,Low
2024-09-12,Canteen,214.91,Low
2024-09-13,Canteen,222.93,Medium
2024-09-14,Canteen,70.89,Low
2024-09-15,Canteen,51.73,Low
2024-09-16,Canteen,173.62,High
2024-09-17,Canteen,185.94,Medium
2024-09-18,Canteen,212.49,Low
2024-09-19,Canteen,231.19,Low
2024-09-20,Canteen,226.3,Medium
2024-09-21,Canteen,55.64,Low
2024-09-22,Canteen,80.89,Low
2024-09-23,Canteen,150.81,Medium
2024-09-24,Canteen,207.58,Medium
2024-09-25,Canteen,162.16,Medium
2024-09-26,Canteen,200.33,Medium
2024-09-27,Canteen,129.28,High
2024-09-28,Canteen,60.63,Low
2024-09-29,Canteen,69.14,Low
2024-09-30,Canteen,190.17,High
2024-10-01,Canteen,174.22,Low
2024-10-02,Canteen,194.19,Medium
2024-10-03,Canteen,179.94,Medium
2024-10-04,Canteen,214.3,Low
2024-10-05,Canteen,82.97,Low
2024-10-06,Canteen,71.47,Low
2024-10-07,Canteen,224.23,Low
2024-10-08,Canteen,168.08,Low
2024-10-09,Canteen,165.55,High
2024-10-10,Canteen,176.78,Low
2024-10-11,Canteen,201.44,Low
2024-10-12,Canteen,46.51,Low
2024-10-13,Canteen,71.13,Low
2024-10-14,Canteen,177.15,Low
2024-10-15,Canteen,121.76,Low
2024-10-16,Canteen,169.66,Medium
2024-10-17,Canteen,234.35,Medium
2024-10-18,Canteen,132.74,High
2024-10-19,Canteen,68.43,Low
2024-10-20,Canteen,70.31,Low
2024-10-21,Canteen,186.82,High
2024-10-22,Canteen,196.45,Low
2024-10-23,Canteen,161.35,Low
2024-10-24,Canteen,117.66,Medium
2024-10-25,Canteen,95.52,Medium
2024-10-26,Canteen,66.45,Low
2024-10-27,Canteen,50.72,Low
2024-10-28,Canteen,135.42,Medium
2024-10-29,Canteen,187.16,Medium
2024-10-30,Canteen,166.9,Medium
2024-10-31,Canteen,241.33,High
2024-11-01,Canteen,90.67,Medium
2024-11-02,Canteen,73.17,Low
2024-11-03,Canteen,81.08,Low
2024-11-04,Canteen,158.13,Medium
2024-11-05,Canteen,171.8,Medium
2024-11-06,Canteen,114.94,Medium
2024-11-07,Canteen,167.31,Medium
2024-11-08,Canteen,121.21,Medium
2024-11-09,Canteen,83.39,Low
2024-11-10,Canteen,24.39,Low
2024-11-11,Canteen,154.54,Medium
2024-11-12,Canteen,144.98,Medium
2024-11-13,Canteen,95.81,Medium
2024-11-14,Canteen,160.81,Medium
2024-11-15,Canteen,157.72,Medium
2024-11-16,Canteen,91.6,Low
2024-11-17,Canteen,73.22,Low
2024-11-18,Canteen,97.78,Medium
2024-11-19,Canteen,133.85,Medium
2024-11-20,Canteen,103.43,Medium
2024-11-21,Canteen,146.15,Medium
2024-11-22,Canteen,138.17,Medium
2024-11-23,Canteen,42.53,Low
2024-11-24,Canteen,52.53,Low
2024-11-25,Canteen,170.69,Medium
2024-11-26,Canteen,148.0,Medium
2024-11-27,Canteen,123.19,Medium
2024-11-28,Canteen,117.77,Medium
2024-11-29,Canteen,103.96,Medium
2024-11-30,Canteen,77.93,Low
2024-12-01,Canteen,54.66,Low
2024-12-02,Canteen,129.06,Medium
2024-12-03,Canteen,131.69,Medium
2024-12-04,Canteen,148.32,Medium
2024-12-05,Canteen,171.23,Medium
2024-12-06,Canteen,154.69,Medium
2024-12-07,Canteen,62.97,Low
2024-12-08,Canteen,65.57,Low
2024-12-09,Canteen,166.86,Medium
2024-12-10,Canteen,136.31,Medium
2024-12-11,Canteen,132.47,Medium
2024-12-12,Canteen,154.26,Medium
2024-12-13,Canteen,100.35,Medium
2024-12-14,Canteen,51.51,Low
2024-12-15,Canteen,75.12,Low
2024-12-16,Canteen,128.94,Medium
2024-12-17,Canteen,142.49,Medium
2024-12-18,Canteen,101.16,Medium
2024-12-19,Canteen,128.9,Medium
2024-12-20,Canteen,128.04,Medium
2024-12-21,Canteen,29.89,Low
2024-12-22,Canteen,47.99,Low
2024-12-23,Canteen,109.32,Medium
2024-12-24,Canteen,158.75,Medium
2024-12-25,Canteen,156.1,Medium
2024-12-26,Canteen,165.45,Medium
2024-12-27,Canteen,169.55,Medium
2024-12-28,Canteen,41.55,Low
2024-12-29,Canteen,74.57,Low
2024-12-30,Canteen,110.23,Medium
2024-12-31,Canteen,143.22,Medium
2023-01-01,Admin Block,85.68,Low
2023-01-02,Admin Block,168.2,Medium
2023-01-03,Admin Block,164.42,Medium
2023-01-04,Admin Block,100.44,Medium
2023-01-05,Admin Block,208.15,Medium
2023-01-06,Admin Block,124.21,Medium
2023-01-07,Admin Block,81.39,Low
2023-01-08,Admin Block,59.06,Low
2023-01-09,Admin Block,153.35,Medium
2023-01-10,Admin Block,150.57,Medium
2023-01-11,Admin Block,113.01,Medium
2023-01-12,Admin Block,162.81,Medium
2023-01-13,Admin Block,168.49,Medium
2023-01-14,Admin Block,65.93,Low
2023-01-15,Admin Block,91.3,Low
2023-01-16,Admin Block,161.8,Medium
2023-01-17,Admin Block,154.08,Medium
2023-01-18,Admin Block,137.68,Medium
2023-01-19,Admin Block,149.26,Medium
2023-01-20,Admin Block,125.58,Medium
2023-01-21,Admin Block,55.09,Low
2023-01-22,Admin Block,43.09,Low
2023-01-23,Admin Block,182.71,Medium
2023-01-24,Admin Block,144.95,Medium
2023-01-25,Admin Block,101.57,Medium
2023-01-26,Admin Block,191.11,Medium
2023-01-27,Admin Block,136.49,Medium
2023-01-28,Admin Block,67.55,Low
2023-01-29,Admin Block,71.18,Low
2023-01-30,Admin Block,217.28,Medium
2023-01-31,Admin Block,199.34,Medium
2023-02-01,Admin Block,158.6,Medium
2023-02-02,Admin Block,154.06,Low
2023-02-03,Admin Block,174.66,High
2023-02-04,Admin Block,80.64,Low
2023-02-05,Admin Block,63.09,Low
2023-02-06,Admin Block,238.48,Low
2023-02-07,Admin Block,164.55,Medium
2023-02-08,Admin Block,254.66,High
2023-02-09,Admin Block,145.85,Low
2023-02-10,Admin Block,182.12,Medium
2023-02-11,Admin Block,116.04,Low
2023-02-12,Admin Block,98.38,Low
2023-02-13,Admin Block,303.55,Low
2023-02-14,Admin Block,291.08,Medium
2023-02-15,Admin Block,271.69,Medium
2023-02-16,Admin Block,233.99,Low
2023-02-17,Admin Block,207.57,Medium
2023-02-18,Admin Block,72.03,Low
2023-02-19,Admin Block,116.61,Low
2023-02-20,Admin Block,156.81,Medium
2023-02-21,Admin Block,214.35,Medium
2023-02-22,Admin Block,168.44,Medium
2023-02-23,Admin Block,266.07,Low
2023-02-24,Admin Block,128.96,High
2023-02-25,Admin Block,81.52,Low
2023-02-26,Admin Block,66.48,Low
2023-02-27,Admin Block,287.49,Medium
2023-02-28,Admin Block,147.82,Medium
2023-03-01,Admin Block,291.07,Medium
2023-03-02,Admin Block,248.89,Low
2023-03-03,Admin Block,206.18,Low
2023-03-04,Admin Block,82.05,Low
2023-03-05,Admin Block,72.17,Low
2023-03-06,Admin Block,200.22,Low
2023-03-07,Admin Block,291.36,Low
2023-03-08,Admin Block,291.72,High
2023-03-09,Admin Block,187.63,High
2023-03-10,Admin Block,264.92,Low
2023-03-11,Admin Block,101.28,Low
2023-03-12,Admin Block,87.29,Low
2023-03-13,Admin Block,241.5,High
2023-03-14,Admin Block,144.81,High
2023-03-15,Admin Block,278.95,Medium
2023-03-16,Admin Block,240.27,High
2023-03-17,Admin Block,194.21,High
2023-03-18,Admin Block,84.07,Low
2023-03-19,Admin Block,112.87,Low
2023-03-20,Admin Block,155.24,High
2023-03-21,Admin Block,280.3,High
2023-03-22,Admin Block,157.01,Medium
2023-03-23,Admin Block,310.24,High
2023-03-24,Admin Block,174.87,Medium
2023-03-25,Admin Block,35.64,Low
2023-03-26,Admin Block,15.18,Low
2023-03-27,Admin Block,250.05,High
2023-03-28,Admin Block,135.88,High
2023-03-29,Admin Block,218.99,Low
2023-03-30,Admin Block,143.56,High
2023-03-31,Admin Block,226.8,Low
2023-04-01,Admin Block,59.87,Low
2023-04-02,Admin Block,83.86,Low
2023-04-03,Admin Block,450.66,High
2023-04-04,Admin Block,219.87,High
2023-04-05,Admin Block,281.04,High
2023-04-06,Admin Block,436.97,High
2023-04-07,Admin Block,427.68,High
2023-04-08,Admin Block,78.7,Low
2023-04-09,Admin Block,61.58,Low
2023-04-10,Admin Block,230.54,High
2023-04-11,Admin Block,368.65,High
2023-04-12,Admin Block,247.89,High
2023-04-13,Admin Block,270.01,High
2023-04-14,Admin Block,255.92,High
2023-04-15,Admin Block,64.74,Low
2023-04-16,Admin Block,66.85,Low
2023-04-17,Admin Block,366.05,High
2023-04-18,Admin Block,403.76,High
2023-04-19,Admin Block,312.8,High
2023-04-20,Admin Block,301.62,High
2023-04-21,Admin Block,374.5,High
2023-04-22,Admin Block,99.56,Low
2023-04-23,Admin Block,59.76,Low
2023-04-24,Admin Block,388.05,High
2023-04-25,Admin Block,345.27,High
2023-04-26,Admin Block,305.16,High
2023-04-27,Admin Block,364.72,High
2023-04-28,Admin Block,363.29,High
2023-04-29,Admin Block,52.22,Low
2023-04-30,Admin Block,45.55,Low
2023-05-01,Admin Block,332.02,High
2023-05-02,Admin Block,276.81,High
2023-05-03,Admin Block,408.34,High
2023-05-04,Admin Block,332.17,High
2023-05-05,Admin Block,240.25,High
2023-05-06,Admin Block,66.7,Low
2023-05-07,Admin Block,109.01,Low
2023-05-08,Admin Block,441.99,High
2023-05-09,Admin Block,260.11,High
2023-05-10,Admin Block,226.54,High
2023-05-11,Admin Block,228.58,High
2023-05-12,Admin Block,426.56,High
2023-05-13,Admin Block,90.36,Low
2023-05-14,Admin Block,65.5,Low
2023-05-15,Admin Block,267.98,High
2023-05-16,Admin Block,267.2,High
2023-05-17,Admin Block,415.71,High
2023-05-18,Admin Block,394.3,High
2023-05-19,Admin Block,308.34,High
2023-05-20,Admin Block,103.98,Low
2023-05-21,Admin Block,81.51,Low
2023-05-22,Admin Block,427.6,High
2023-05-23,Admin Block,264.01,High
2023-05-24,Admin Block,240.95,High
2023-05-25,Admin Block,362.53,High
2023-05-26,Admin Block,245.13,High
2023-05-27,Admin Block,47.61,Low
2023-05-28,Admin Block,32.74,Low
